"Time","GW036186",""
"and","110.00",""
"Date","Bore level below MP",""
"","Mean","Qual"
00:00:00 03/07/2012,       7.263,      5
00:00:00 04/07/2012,       7.279,      5
00:00:00 05/07/2012,       7.294,      5
00:00:00 06/07/2012,       7.299,      5
00:00:00 07/07/2012,       7.291,      5
00:00:00 08/07/2012,       7.283,      5
00:00:00 09/07/2012,       7.274,      5
00:00:00 10/07/2012,       7.251,      5
00:00:00 11/07/2012,       7.241,      5
00:00:00 12/07/2012,       7.222,      5
00:00:00 13/07/2012,       7.206,      5
00:00:00 14/07/2012,       7.206,      5
00:00:00 15/07/2012,       7.219,      5
00:00:00 16/07/2012,       7.235,      5
00:00:00 17/07/2012,       7.215,      5
00:00:00 18/07/2012,       7.179,      5
00:00:00 19/07/2012,       7.177,      5
00:00:00 20/07/2012,       7.199,      5
00:00:00 21/07/2012,       7.212,      5
00:00:00 22/07/2012,       7.206,      5
00:00:00 23/07/2012,       7.196,      5
00:00:00 24/07/2012,       7.189,      5
00:00:00 25/07/2012,       7.173,      5
00:00:00 26/07/2012,       7.141,      5
00:00:00 27/07/2012,       7.143,      5
00:00:00 28/07/2012,       7.172,      5
00:00:00 29/07/2012,       7.190,      5
00:00:00 30/07/2012,       7.188,      5
00:00:00 31/07/2012,       7.191,      5
00:00:00 01/08/2012,       7.178,      5
00:00:00 02/08/2012,       7.175,      5
00:00:00 03/08/2012,       7.163,      5
00:00:00 04/08/2012,       7.165,      5
00:00:00 05/08/2012,       7.160,      5
00:00:00 06/08/2012,       7.171,      5
00:00:00 07/08/2012,       7.198,      5
00:00:00 08/08/2012,       7.172,      5
00:00:00 09/08/2012,       7.139,      5
00:00:00 10/08/2012,       7.150,      5
00:00:00 11/08/2012,       7.163,      5
00:00:00 12/08/2012,       7.172,      5
00:00:00 13/08/2012,       7.179,      5
00:00:00 14/08/2012,       7.167,      5
00:00:00 15/08/2012,       7.150,      5
00:00:00 16/08/2012,       7.134,      5
00:00:00 17/08/2012,       7.125,      5
00:00:00 18/08/2012,       7.159,      5
00:00:00 19/08/2012,       7.193,      5
00:00:00 20/08/2012,       7.190,      5
00:00:00 21/08/2012,       7.177,      5
00:00:00 22/08/2012,       7.154,      5
00:00:00 23/08/2012,       7.140,      5
00:00:00 24/08/2012,       7.179,      5
00:00:00 25/08/2012,       7.190,      5
00:00:00 26/08/2012,       7.193,      5
00:00:00 27/08/2012,       7.199,      5
00:00:00 28/08/2012,       7.198,      5
00:00:00 29/08/2012,       7.168,      5
00:00:00 30/08/2012,       7.155,      5
00:00:00 31/08/2012,       7.190,      5
00:00:00 01/09/2012,       7.205,      5
00:00:00 02/09/2012,       7.211,      5
00:00:00 03/09/2012,       7.180,     10
00:00:00 04/09/2012,       7.157,     10
00:00:00 05/09/2012,       7.198,     10
00:00:00 06/09/2012,       7.234,     10
00:00:00 07/09/2012,       7.237,     10
00:00:00 08/09/2012,       7.210,     10
00:00:00 09/09/2012,       7.214,     10
00:00:00 10/09/2012,       7.222,     10
00:00:00 11/09/2012,       7.253,     10
00:00:00 12/09/2012,       7.281,     10
00:00:00 13/09/2012,       7.336,     10
00:00:00 14/09/2012,       7.310,     10
00:00:00 15/09/2012,       7.310,     10
00:00:00 16/09/2012,       7.337,     10
00:00:00 17/09/2012,       7.363,     10
00:00:00 18/09/2012,       7.380,     10
00:00:00 19/09/2012,       7.396,     10
00:00:00 20/09/2012,       7.404,     10
00:00:00 21/09/2012,       7.416,     10
00:00:00 22/09/2012,       7.420,     10
00:00:00 23/09/2012,       7.432,     10
00:00:00 24/09/2012,       7.420,     10
00:00:00 25/09/2012,       7.388,     10
00:00:00 26/09/2012,       7.382,     10
00:00:00 27/09/2012,       7.389,     10
00:00:00 28/09/2012,       7.419,     10
00:00:00 29/09/2012,       7.431,     10
00:00:00 30/09/2012,       7.405,     10
00:00:00 01/10/2012,       7.415,     10
00:00:00 02/10/2012,       7.422,     10
00:00:00 03/10/2012,       7.451,     10
00:00:00 04/10/2012,       7.489,     10
00:00:00 05/10/2012,       7.512,     10
00:00:00 06/10/2012,       7.537,     10
00:00:00 07/10/2012,       7.545,     10
00:00:00 08/10/2012,       7.550,     10
00:00:00 09/10/2012,       7.564,     10
00:00:00 10/10/2012,       7.583,     10
00:00:00 11/10/2012,       7.602,     10
00:00:00 12/10/2012,       7.570,     10
00:00:00 13/10/2012,       7.554,     10
00:00:00 14/10/2012,       7.562,     10
00:00:00 15/10/2012,       7.585,     10
00:00:00 16/10/2012,       7.612,     10
00:00:00 17/10/2012,       7.633,     10
00:00:00 18/10/2012,       7.647,     10
00:00:00 19/10/2012,       7.673,     10
00:00:00 20/10/2012,       7.694,     10
00:00:00 21/10/2012,       7.679,     10
00:00:00 22/10/2012,       7.696,     10
00:00:00 23/10/2012,       7.689,     10
00:00:00 24/10/2012,       7.730,     10
00:00:00 25/10/2012,       7.797,     10
00:00:00 26/10/2012,       7.843,     10
00:00:00 27/10/2012,       7.840,     10
00:00:00 28/10/2012,       7.824,     10
00:00:00 29/10/2012,       7.815,     10
00:00:00 30/10/2012,       7.854,     10
00:00:00 31/10/2012,       7.891,     10
00:00:00 01/11/2012,       7.945,     10
00:00:00 02/11/2012,       7.945,     10
00:00:00 03/11/2012,       7.915,     10
00:00:00 04/11/2012,       7.903,     10
00:00:00 05/11/2012,       7.906,     10
00:00:00 06/11/2012,       7.934,     10
00:00:00 07/11/2012,       7.979,     10
00:00:00 08/11/2012,       8.005,     10
00:00:00 09/11/2012,       8.034,     10
00:00:00 10/11/2012,       8.056,     10
00:00:00 11/11/2012,       8.063,     10
00:00:00 12/11/2012,       8.067,     10
00:00:00 13/11/2012,       8.076,     10
00:00:00 14/11/2012,       8.090,     10
00:00:00 15/11/2012,       8.100,     10
00:00:00 16/11/2012,       8.129,     10
00:00:00 17/11/2012,       8.063,     10
00:00:00 18/11/2012,       7.906,     10
00:00:00 19/11/2012,       7.861,     10
00:00:00 20/11/2012,       7.809,     10
00:00:00 21/11/2012,       7.794,     10
00:00:00 22/11/2012,       7.793,     10
00:00:00 23/11/2012,       7.773,     10
00:00:00 24/11/2012,       7.756,     10
00:00:00 25/11/2012,       7.750,     10
00:00:00 26/11/2012,       7.731,     10
00:00:00 27/11/2012,       7.710,     10
00:00:00 28/11/2012,       7.796,     10
00:00:00 29/11/2012,       7.933,     10
00:00:00 30/11/2012,       7.957,     10
00:00:00 01/12/2012,       7.987,     10
00:00:00 02/12/2012,       8.015,     10
00:00:00 03/12/2012,       8.037,     10
00:00:00 04/12/2012,       8.052,     10
00:00:00 05/12/2012,       8.038,     10
00:00:00 06/12/2012,       8.037,     10
00:00:00 07/12/2012,       8.055,     10
00:00:00 08/12/2012,       8.109,     10
00:00:00 09/12/2012,       8.139,     10
00:00:00 10/12/2012,       8.126,     10
00:00:00 11/12/2012,       8.092,     10
00:00:00 12/12/2012,       8.067,     10
00:00:00 13/12/2012,       8.075,      4
00:00:00 14/12/2012,       8.074,      4
00:00:00 15/12/2012,       8.075,      4
00:00:00 16/12/2012,       8.082,      4
00:00:00 17/12/2012,       8.115,      4
00:00:00 18/12/2012,       8.151,      4
00:00:00 19/12/2012,       8.175,      4
00:00:00 20/12/2012,       8.211,      4
00:00:00 21/12/2012,       8.243,      4
00:00:00 22/12/2012,       8.270,     51
00:00:00 23/12/2012,       8.290,     51
00:00:00 24/12/2012,       8.290,    100
00:00:00 25/12/2012,       8.300,     51
00:00:00 26/12/2012,       8.317,     51
00:00:00 27/12/2012,       8.334,     51
00:00:00 28/12/2012,       8.351,     51
00:00:00 29/12/2012,       8.368,     51
00:00:00 30/12/2012,       8.385,     51
00:00:00 31/12/2012,       8.402,     51
00:00:00 01/01/2013,       8.419,     51
00:00:00 02/01/2013,       8.436,     51
00:00:00 03/01/2013,       8.453,     51
00:00:00 04/01/2013,       8.470,     51
00:00:00 05/01/2013,       8.487,     51
00:00:00 06/01/2013,       8.504,     51
00:00:00 07/01/2013,       8.520,     51
00:00:00 08/01/2013,       8.537,     51
00:00:00 09/01/2013,       8.554,     51
00:00:00 10/01/2013,       8.571,     51
00:00:00 11/01/2013,       8.588,     51
00:00:00 12/01/2013,       8.605,     51
00:00:00 13/01/2013,       8.622,     51
00:00:00 14/01/2013,       8.641,     51
00:00:00 15/01/2013,       8.667,     10
00:00:00 16/01/2013,       8.675,     10
00:00:00 17/01/2013,       8.687,     10
00:00:00 18/01/2013,       8.698,     10
00:00:00 19/01/2013,       8.717,     10
00:00:00 20/01/2013,       8.746,     10
00:00:00 21/01/2013,       8.759,     10
00:00:00 22/01/2013,       8.774,     10
00:00:00 23/01/2013,       8.791,     10
00:00:00 24/01/2013,       8.810,     10
00:00:00 25/01/2013,       8.813,     10
00:00:00 26/01/2013,       8.825,     10
00:00:00 27/01/2013,       8.832,     10
00:00:00 28/01/2013,       8.795,     10
00:00:00 29/01/2013,       8.652,     10
00:00:00 30/01/2013,       8.527,     10
00:00:00 31/01/2013,       8.427,     10
00:00:00 01/02/2013,       8.334,     10
00:00:00 02/02/2013,       8.300,     10
00:00:00 03/02/2013,       8.273,     10
00:00:00 04/02/2013,       8.250,     10
00:00:00 05/02/2013,       8.223,     10
00:00:00 06/02/2013,       8.181,      5
00:00:00 07/02/2013,       8.149,      5
00:00:00 08/02/2013,       8.132,      5
00:00:00 09/02/2013,       8.103,      5
00:00:00 10/02/2013,       8.076,      5
00:00:00 11/02/2013,       8.060,      5
00:00:00 12/02/2013,       8.047,      5
00:00:00 13/02/2013,       8.039,      5
00:00:00 14/02/2013,       8.019,      5
00:00:00 15/02/2013,       8.003,      5
00:00:00 16/02/2013,       7.991,      5
00:00:00 17/02/2013,       7.974,      5
00:00:00 18/02/2013,       7.950,      5
00:00:00 19/02/2013,       7.927,      5
00:00:00 20/02/2013,       7.921,      5
00:00:00 21/02/2013,       7.914,      5
00:00:00 22/02/2013,       7.894,      5
00:00:00 23/02/2013,       7.860,      5
00:00:00 24/02/2013,       7.874,      5
00:00:00 25/02/2013,       7.883,      5
00:00:00 26/02/2013,       7.878,      5
00:00:00 27/02/2013,       7.872,      5
00:00:00 28/02/2013,       7.852,      5
00:00:00 01/03/2013,       7.833,      5
00:00:00 02/03/2013,       7.837,      5
00:00:00 03/03/2013,       7.805,      5
00:00:00 04/03/2013,       7.786,      5
00:00:00 05/03/2013,       7.773,      5
00:00:00 06/03/2013,       7.762,      5
00:00:00 07/03/2013,       7.751,      5
00:00:00 08/03/2013,       7.748,      5
00:00:00 09/03/2013,       7.737,      5
00:00:00 10/03/2013,       7.724,      5
00:00:00 11/03/2013,       7.714,      5
00:00:00 12/03/2013,       7.706,      5
00:00:00 13/03/2013,       7.678,      5
00:00:00 14/03/2013,       7.665,      5
00:00:00 15/03/2013,       7.681,      5
00:00:00 16/03/2013,       7.668,      5
00:00:00 17/03/2013,       7.667,      5
00:00:00 18/03/2013,       7.684,      5
00:00:00 19/03/2013,       7.690,      5
00:00:00 20/03/2013,       7.686,      5
00:00:00 21/03/2013,       7.662,      5
00:00:00 22/03/2013,       7.656,      5
00:00:00 23/03/2013,       7.643,      5
00:00:00 24/03/2013,       7.632,      5
00:00:00 25/03/2013,       7.635,      5
00:00:00 26/03/2013,       7.636,      5
00:00:00 27/03/2013,       7.637,      5
00:00:00 28/03/2013,       7.628,      5
00:00:00 29/03/2013,       7.616,      5
00:00:00 30/03/2013,       7.606,      5
00:00:00 31/03/2013,       7.600,      5
00:00:00 01/04/2013,       7.610,      5
00:00:00 02/04/2013,       7.608,      5
00:00:00 03/04/2013,       7.616,      5
00:00:00 04/04/2013,       7.637,      5
00:00:00 05/04/2013,       7.642,      5
00:00:00 06/04/2013,       7.623,      5
00:00:00 07/04/2013,       7.609,      5
00:00:00 08/04/2013,       7.610,      5
00:00:00 09/04/2013,       7.606,      5
00:00:00 10/04/2013,       7.593,      5
00:00:00 11/04/2013,       7.592,      5
00:00:00 12/04/2013,       7.589,      5
00:00:00 13/04/2013,       7.569,      5
00:00:00 14/04/2013,       7.553,      5
00:00:00 15/04/2013,       7.542,      5
00:00:00 16/04/2013,       7.548,      5
00:00:00 17/04/2013,       7.561,      5
00:00:00 18/04/2013,       7.562,      5
00:00:00 19/04/2013,       7.561,      5
00:00:00 20/04/2013,       7.558,      5
00:00:00 21/04/2013,       7.556,      5
00:00:00 22/04/2013,       7.543,      5
00:00:00 23/04/2013,       7.568,      5
00:00:00 24/04/2013,       7.586,      5
00:00:00 25/04/2013,       7.593,      5
00:00:00 26/04/2013,       7.597,      5
00:00:00 27/04/2013,       7.580,      5
00:00:00 28/04/2013,       7.573,      5
00:00:00 29/04/2013,       7.579,      5
00:00:00 30/04/2013,       7.576,      5
00:00:00 01/05/2013,       7.557,      5
00:00:00 02/05/2013,       7.563,      5
00:00:00 03/05/2013,       7.576,      5
00:00:00 04/05/2013,       7.559,      5
00:00:00 05/05/2013,       7.556,      5
00:00:00 06/05/2013,       7.562,      5
00:00:00 07/05/2013,       7.576,      5
00:00:00 08/05/2013,       7.586,      5
00:00:00 09/05/2013,       7.585,      5
00:00:00 10/05/2013,       7.579,      5
00:00:00 11/05/2013,       7.568,      5
00:00:00 12/05/2013,       7.553,      5
00:00:00 13/05/2013,       7.524,      5
00:00:00 14/05/2013,       7.505,      5
00:00:00 15/05/2013,       7.517,      5
00:00:00 16/05/2013,       7.513,      5
00:00:00 17/05/2013,       7.525,      5
00:00:00 18/05/2013,       7.533,      5
00:00:00 19/05/2013,       7.538,      5
00:00:00 20/05/2013,       7.539,      5
00:00:00 21/05/2013,       7.532,      5
00:00:00 22/05/2013,       7.494,      5
00:00:00 23/05/2013,       7.494,      5
00:00:00 24/05/2013,       7.524,      5
00:00:00 25/05/2013,       7.553,      5
00:00:00 26/05/2013,       7.563,      5
00:00:00 27/05/2013,       7.563,      5
00:00:00 28/05/2013,       7.570,      5
00:00:00 29/05/2013,       7.574,      5
00:00:00 30/05/2013,       7.579,      5
00:00:00 31/05/2013,       7.578,      5
00:00:00 01/06/2013,       7.552,      5
00:00:00 02/06/2013,       7.517,      5
00:00:00 03/06/2013,       7.573,      5
00:00:00 04/06/2013,       7.588,      5
00:00:00 05/06/2013,       7.578,      5
00:00:00 06/06/2013,       7.562,      5
00:00:00 07/06/2013,       7.554,      5
00:00:00 08/06/2013,       7.563,      5
00:00:00 09/06/2013,       7.552,      5
00:00:00 10/06/2013,       7.528,      5
00:00:00 11/06/2013,       7.515,      5
00:00:00 12/06/2013,       7.480,      5
00:00:00 13/06/2013,       7.471,      5
00:00:00 14/06/2013,       7.478,      5
00:00:00 15/06/2013,       7.491,      5
00:00:00 16/06/2013,       7.496,      5
00:00:00 17/06/2013,       7.482,      5
00:00:00 18/06/2013,       7.497,      5
00:00:00 19/06/2013,       7.522,      5
00:00:00 20/06/2013,       7.521,      5
00:00:00 21/06/2013,       7.501,      5
00:00:00 22/06/2013,       7.517,      5
00:00:00 23/06/2013,       7.524,      5
00:00:00 24/06/2013,       7.503,      5
00:00:00 25/06/2013,       7.480,      5
00:00:00 26/06/2013,       7.487,      5
00:00:00 27/06/2013,       7.488,      5
00:00:00 28/06/2013,       7.491,      5
00:00:00 29/06/2013,       7.492,      5
00:00:00 30/06/2013,       7.491,      5
00:00:00 01/07/2013,       7.482,      5
00:00:00 02/07/2013,       7.483,      5
00:00:00 03/07/2013,       7.486,      5
00:00:00 04/07/2013,       7.465,      5
00:00:00 05/07/2013,       7.452,      5
00:00:00 06/07/2013,       7.488,      5
00:00:00 07/07/2013,       7.512,      5
00:00:00 08/07/2013,       7.523,      5
00:00:00 09/07/2013,       7.515,      5
00:00:00 10/07/2013,       7.505,      5
00:00:00 11/07/2013,       7.507,      5
00:00:00 12/07/2013,       7.496,      5
00:00:00 13/07/2013,       7.481,      5
00:00:00 14/07/2013,       7.473,      5
00:00:00 15/07/2013,       7.468,      5
00:00:00 16/07/2013,       7.466,      5
00:00:00 17/07/2013,       7.465,      5
00:00:00 18/07/2013,       7.455,      5
00:00:00 19/07/2013,       7.434,      5
00:00:00 20/07/2013,       7.414,      5
00:00:00 21/07/2013,       7.448,      5
00:00:00 22/07/2013,       7.463,      5
00:00:00 23/07/2013,       7.468,      5
00:00:00 24/07/2013,       7.482,      5
00:00:00 25/07/2013,       7.486,      5
00:00:00 26/07/2013,       7.480,      5
00:00:00 27/07/2013,       7.482,      5
00:00:00 28/07/2013,       7.478,      5
00:00:00 29/07/2013,       7.461,      5
00:00:00 30/07/2013,       7.440,      5
00:00:00 31/07/2013,       7.445,      5
00:00:00 01/08/2013,       7.448,      5
00:00:00 02/08/2013,       7.441,      5
00:00:00 03/08/2013,       7.450,      5
00:00:00 04/08/2013,       7.451,      5
00:00:00 05/08/2013,       7.461,      5
00:00:00 06/08/2013,       7.447,      5
00:00:00 07/08/2013,       7.430,      5
00:00:00 08/08/2013,       7.447,      5
00:00:00 09/08/2013,       7.476,      5
00:00:00 10/08/2013,       7.479,      5
00:00:00 11/08/2013,       7.479,      5
00:00:00 12/08/2013,       7.453,      5
00:00:00 13/08/2013,       7.494,      5
00:00:00 14/08/2013,       7.490,      5
00:00:00 15/08/2013,       7.522,      5
00:00:00 16/08/2013,       7.526,      5
00:00:00 17/08/2013,       7.499,      5
00:00:00 18/08/2013,       7.528,      5
00:00:00 19/08/2013,       7.517,      5
00:00:00 20/08/2013,       7.541,      5
00:00:00 21/08/2013,       7.556,      5
00:00:00 22/08/2013,       7.558,      5
00:00:00 23/08/2013,       7.570,      5
00:00:00 24/08/2013,       7.603,      5
00:00:00 25/08/2013,       7.622,      5
00:00:00 26/08/2013,       7.624,      5
00:00:00 27/08/2013,       7.620,      5
00:00:00 28/08/2013,       7.632,      5
00:00:00 29/08/2013,       7.650,      5
00:00:00 30/08/2013,       7.661,      5
00:00:00 31/08/2013,       7.707,      5
00:00:00 01/09/2013,       7.740,      5
00:00:00 02/09/2013,       7.771,      5
00:00:00 03/09/2013,       7.789,      5
00:00:00 04/09/2013,       7.803,      5
00:00:00 05/09/2013,       7.806,      5
00:00:00 06/09/2013,       7.804,      5
00:00:00 07/09/2013,       7.802,      5
00:00:00 08/09/2013,       7.802,      5
00:00:00 09/09/2013,       7.791,      5
00:00:00 10/09/2013,       7.766,      5
00:00:00 11/09/2013,       7.801,      5
00:00:00 12/09/2013,       7.837,      5
00:00:00 13/09/2013,       7.856,      5
00:00:00 14/09/2013,       7.867,      5
00:00:00 15/09/2013,       7.905,      5
00:00:00 16/09/2013,       7.889,      5
00:00:00 17/09/2013,       7.885,      5
00:00:00 18/09/2013,       7.911,      5
00:00:00 19/09/2013,       7.929,      5
00:00:00 20/09/2013,       7.958,      5
00:00:00 21/09/2013,       7.980,      5
00:00:00 22/09/2013,       7.995,      5
00:00:00 23/09/2013,       8.004,      5
00:00:00 24/09/2013,       7.996,      5
00:00:00 25/09/2013,       8.024,      5
00:00:00 26/09/2013,       8.049,      5
00:00:00 27/09/2013,       8.094,      5
00:00:00 28/09/2013,       8.095,      5
00:00:00 29/09/2013,       8.131,      5
00:00:00 30/09/2013,       8.139,      5
00:00:00 01/10/2013,       8.132,      5
00:00:00 02/10/2013,       8.162,      5
00:00:00 03/10/2013,       8.182,      5
00:00:00 04/10/2013,       8.220,      5
00:00:00 05/10/2013,       8.216,      5
00:00:00 06/10/2013,       8.213,      5
00:00:00 07/10/2013,       8.263,      5
00:00:00 08/10/2013,       8.339,      5
00:00:00 09/10/2013,       8.397,      5
00:00:00 10/10/2013,       8.412,      5
00:00:00 11/10/2013,       8.452,      5
00:00:00 12/10/2013,       8.493,      5
00:00:00 13/10/2013,       8.503,      5
00:00:00 14/10/2013,       8.589,      5
00:00:00 15/10/2013,       8.632,      5
00:00:00 16/10/2013,       8.622,      5
00:00:00 17/10/2013,       8.591,      5
00:00:00 18/10/2013,       8.630,      5
00:00:00 19/10/2013,       8.663,      5
00:00:00 20/10/2013,       8.676,      5
00:00:00 21/10/2013,       8.688,      5
00:00:00 22/10/2013,       8.690,      5
00:00:00 23/10/2013,       8.694,      5
00:00:00 24/10/2013,       8.736,      5
00:00:00 25/10/2013,       8.771,      5
00:00:00 26/10/2013,       8.786,      5
00:00:00 27/10/2013,       8.803,      5
00:00:00 28/10/2013,       8.808,      5
00:00:00 29/10/2013,       8.798,      5
00:00:00 30/10/2013,       8.817,      5
00:00:00 31/10/2013,       8.807,      5
00:00:00 01/11/2013,       8.800,      5
00:00:00 02/11/2013,       8.781,      5
00:00:00 03/11/2013,       8.769,      5
00:00:00 04/11/2013,       8.940,      5
00:00:00 05/11/2013,       8.996,      5
00:00:00 06/11/2013,       8.860,      5
00:00:00 07/11/2013,       8.845,      5
00:00:00 08/11/2013,       8.837,      5
00:00:00 09/11/2013,       8.830,      5
00:00:00 10/11/2013,       8.840,      5
00:00:00 11/11/2013,       8.842,      5
00:00:00 12/11/2013,       8.844,      5
00:00:00 13/11/2013,       8.859,      5
00:00:00 14/11/2013,       8.860,      5
00:00:00 15/11/2013,       8.861,      5
00:00:00 16/11/2013,       8.864,      5
00:00:00 17/11/2013,       8.875,      5
00:00:00 18/11/2013,       8.881,      5
00:00:00 19/11/2013,       8.886,      5
00:00:00 20/11/2013,       8.891,      5
00:00:00 21/11/2013,       8.896,      5
00:00:00 22/11/2013,       8.904,      5
00:00:00 23/11/2013,       8.882,      5
00:00:00 24/11/2013,       8.882,      5
00:00:00 25/11/2013,       8.884,      5
00:00:00 26/11/2013,       8.910,      5
00:00:00 27/11/2013,       8.920,      5
00:00:00 28/11/2013,       8.911,      5
00:00:00 29/11/2013,       8.916,      5
00:00:00 30/11/2013,       8.963,      5
00:00:00 01/12/2013,       8.994,      5
00:00:00 02/12/2013,       8.988,      5
00:00:00 03/12/2013,       8.975,      5
00:00:00 04/12/2013,       8.958,      5
00:00:00 05/12/2013,       8.968,      5
00:00:00 06/12/2013,       9.030,      5
00:00:00 07/12/2013,       9.045,      5
00:00:00 08/12/2013,       9.034,      5
00:00:00 09/12/2013,       9.017,      5
00:00:00 10/12/2013,       9.021,      5
00:00:00 11/12/2013,       9.045,      5
00:00:00 12/12/2013,       9.067,      5
00:00:00 13/12/2013,       9.101,      5
00:00:00 14/12/2013,       9.161,      5
00:00:00 15/12/2013,       9.213,      5
00:00:00 16/12/2013,       9.256,      5
00:00:00 17/12/2013,       9.288,      5
00:00:00 18/12/2013,       9.323,      5
00:00:00 19/12/2013,       9.356,      5
00:00:00 20/12/2013,       9.378,      5
00:00:00 21/12/2013,       9.391,      5
00:00:00 22/12/2013,       9.410,      5
00:00:00 23/12/2013,       9.415,      5
00:00:00 24/12/2013,       9.418,      5
00:00:00 25/12/2013,       9.414,      5
00:00:00 26/12/2013,       9.422,      5
00:00:00 27/12/2013,       9.436,      5
00:00:00 28/12/2013,       9.456,      5
00:00:00 29/12/2013,       9.481,      5
00:00:00 30/12/2013,       9.518,      5
00:00:00 31/12/2013,       9.637,      5
00:00:00 01/01/2014,       9.865,      5
00:00:00 02/01/2014,       9.949,      5
00:00:00 03/01/2014,       9.967,      5
00:00:00 04/01/2014,      10.038,      5
00:00:00 05/01/2014,       9.811,      5
00:00:00 06/01/2014,       9.788,      5
00:00:00 07/01/2014,       9.799,      5
00:00:00 08/01/2014,       9.822,      8
00:00:00 09/01/2014,       9.846,      8
00:00:00 10/01/2014,       9.858,      8
00:00:00 11/01/2014,       9.857,      8
00:00:00 12/01/2014,       9.856,      8
00:00:00 13/01/2014,       9.875,      8
00:00:00 14/01/2014,       9.892,      8
00:00:00 15/01/2014,       9.906,      8
00:00:00 16/01/2014,       9.910,      8
00:00:00 17/01/2014,       9.916,      8
00:00:00 18/01/2014,       9.928,      8
00:00:00 19/01/2014,       9.938,      8
00:00:00 20/01/2014,       9.950,      8
00:00:00 21/01/2014,       9.976,      8
00:00:00 22/01/2014,      10.013,      8
00:00:00 23/01/2014,      10.024,      8
00:00:00 24/01/2014,       9.988,      8
00:00:00 25/01/2014,       9.985,      8
00:00:00 26/01/2014,      10.009,      8
00:00:00 27/01/2014,      10.017,      8
00:00:00 28/01/2014,      10.040,      8
00:00:00 29/01/2014,      10.064,      8
00:00:00 30/01/2014,      10.090,      8
00:00:00 31/01/2014,      10.108,      8
00:00:00 01/02/2014,      10.127,      8
00:00:00 02/02/2014,      10.145,      8
00:00:00 03/02/2014,      10.160,      8
00:00:00 04/02/2014,      10.185,      8
00:00:00 05/02/2014,      10.215,      8
00:00:00 06/02/2014,      10.220,      8
00:00:00 07/02/2014,      10.224,      8
00:00:00 08/02/2014,      10.246,      8
00:00:00 09/02/2014,      10.271,      8
00:00:00 10/02/2014,      10.283,      8
00:00:00 11/02/2014,      10.314,      8
00:00:00 12/02/2014,      10.340,      8
00:00:00 13/02/2014,      10.365,      8
00:00:00 14/02/2014,      10.381,      8
00:00:00 15/02/2014,      10.395,      8
00:00:00 16/02/2014,      10.443,      8
00:00:00 17/02/2014,      10.478,      8
00:00:00 18/02/2014,      10.485,      8
00:00:00 19/02/2014,      10.493,      8
00:00:00 20/02/2014,      10.481,      8
00:00:00 21/02/2014,      10.466,      8
00:00:00 22/02/2014,      10.441,      8
00:00:00 23/02/2014,      10.429,      8
00:00:00 24/02/2014,      10.422,      8
00:00:00 25/02/2014,      10.424,      8
00:00:00 26/02/2014,      10.469,      8
00:00:00 27/02/2014,      10.520,      8
00:00:00 28/02/2014,      10.569,      8
00:00:00 01/03/2014,      10.589,      8
00:00:00 02/03/2014,      10.598,      8
00:00:00 03/03/2014,      10.629,      8
00:00:00 04/03/2014,      10.645,      8
00:00:00 05/03/2014,      10.631,      8
00:00:00 06/03/2014,      10.640,      8
00:00:00 07/03/2014,      10.650,      8
00:00:00 08/03/2014,      10.643,      8
00:00:00 09/03/2014,      10.620,      8
00:00:00 10/03/2014,      10.605,      8
00:00:00 11/03/2014,      10.596,      8
00:00:00 12/03/2014,      10.590,      8
00:00:00 13/03/2014,      10.598,      8
00:00:00 14/03/2014,      10.607,      8
00:00:00 15/03/2014,      10.594,      8
00:00:00 16/03/2014,      10.588,      8
00:00:00 17/03/2014,      10.611,      8
00:00:00 18/03/2014,      10.613,      8
00:00:00 19/03/2014,      10.613,      8
00:00:00 20/03/2014,      10.615,      8
00:00:00 21/03/2014,      10.596,      8
00:00:00 22/03/2014,      10.592,      8
00:00:00 23/03/2014,      10.595,      8
00:00:00 24/03/2014,      10.584,      8
00:00:00 25/03/2014,      10.595,      8
00:00:00 26/03/2014,      10.586,      8
00:00:00 27/03/2014,      10.564,      8
00:00:00 28/03/2014,      10.480,      8
00:00:00 29/03/2014,      10.346,      8
00:00:00 30/03/2014,      10.238,      8
00:00:00 31/03/2014,      10.151,      8
00:00:00 01/04/2014,      10.073,      8
00:00:00 02/04/2014,      10.021,      8
00:00:00 03/04/2014,       9.996,      8
00:00:00 04/04/2014,       9.977,      8
00:00:00 05/04/2014,       9.965,      8
00:00:00 06/04/2014,       9.956,      8
00:00:00 07/04/2014,       9.958,      8
00:00:00 08/04/2014,       9.947,      8
00:00:00 09/04/2014,       9.936,      8
00:00:00 10/04/2014,       9.920,      8
00:00:00 11/04/2014,       9.898,      8
00:00:00 12/04/2014,       9.915,      8
00:00:00 13/04/2014,       9.924,      8
00:00:00 14/04/2014,       9.926,      8
00:00:00 15/04/2014,       9.927,      8
00:00:00 16/04/2014,       9.925,      8
00:00:00 17/04/2014,       9.927,      8
00:00:00 18/04/2014,       9.917,      8
00:00:00 19/04/2014,       9.913,      8
00:00:00 20/04/2014,       9.919,      8
00:00:00 21/04/2014,       9.925,      8
00:00:00 22/04/2014,       9.915,      8
00:00:00 23/04/2014,       9.907,      8
00:00:00 24/04/2014,       9.904,      8
00:00:00 25/04/2014,       9.913,      8
00:00:00 26/04/2014,       9.909,      8
00:00:00 27/04/2014,       9.918,      8
